,restaurant,Type,Price,review,Rating,Star
1072,Coast Sushi Bar,Japanese,2,"Dimly lit but lively, this high-volume sushi bar cranks out a remarkable variety of rolls to keep up with demand especially on weekends from noon till night. Two spacious dining rooms and a narrow sushi counter armed with wood-framed chairs accommodate the chatty crowds. Bring your own sake, wine, and bottle opener to make the wait more tolerable. The broad selection of Japanese dishes ranges from signature maki and nigiri to innovative appetizers like fried soft-shell crab with mango-shallot salsa. Miso soup spiked with jalapeño is served in a coffee cup for easy sipping. A deep bowl of boatman chirashi is laden with orange tobiko, pickled veggies, shiso leaves, and an array of sashimi. Dig right in or grab a sheet of toasted nori for a custom-wrapped hand roll.",0,0
1073,Juno,Japanese,3,"Raw fish with a side of creativity differentiates Juno from the rest of this city's sushi brethren. With a plain, tavern-like bar up front as well as a bright, inviting dining room and counter (the best seat in the house) in back, this low-key spot is popular for a casual meal. The menu offers cool bites like the Juno queen, a special nigiri of salmon topped with spicy scallop and potato crunch; and hot treats like honey-glazed quail. Chef B.K. Park's omakase must be ordered 48-hours in advance, but with cleverly spun morsels like briefly torched prawn with pineapple salsa, pickled garlic oil-drizzled New Zealand King salmon, soy-marinated sea eel dabbed with ground sesame seeds, and spicy octopus temaki, it's a feast well worth the extra effort.",0,0
1074,Nana,American,2,"While Nana Solis is the matriarch of this family-run Bridgeport favorite, her children (who were raised just upstairs) keep the kitchen and dining room humming. A devoted breakfast crowd takes up residence at the coffee bar and butcher block tables each day, often perusing the colorful modern artwork for sale on the walls. Locally sourced and organic are the guiding principles behind every ingredient here; many dishes also get a little Latin flavor. Soft avocado wedges are tossed in panko, then flash-fried for a crispy exterior and creamy center. ""Nanadicts"" give a Southwestern accent to eggs Benedict by adding chorizo, corn pupusas, and poblano cream. Sunday nights feature family-style fried chicken dinners fit for large groups with larger appetites.",0,0
1075,mfk.,Spanish,2,"""First we eat, then we do everything else,"" said M.F.K. Fisher, the food writer who serves as both the inspiration and namesake for this young neighborhood darling. Thanks to large windows, whitewashed brick walls, and gleaming silver-and-white tilework, the subterranean space manages to evoke a breezy seaside oasis. And with a seafood-centric menu featuring modern interpretations of Iberian-inspired plates, the food follows suit. The ocean's bounty is showcased in simple but flavorful dishes, like crispy fried prawn heads served with a nutty salbitxada sauce for dipping; and bowls of cataplana stew with fresh clams, crunchy shrimp, and grilled cobia collar. A crumbly slice of Basque cake and an expertly pulled cortado ends the meal on a high note.",0,0
1076,Red Door,International,2,"Even with no sign, it's easy to find this funky Bucktown bar: that red door is impossible to miss. Grab a metal barstool or a raised wooden banquette for an evening of seasonal cocktails, craft beers, and internationally inspired pub fare. On warm evenings, the backyard patio becomes romantic with candlelit communal tables and a canopy of twinkling lights overhead. Gastropub classics take a spin around the globe, while often featuring local ingredients (sometimes right from the patio). Bulgogi-style hanger steak and eggs is a weekend brunch favorite, layering tender chunks of meat over scrambled eggs with a pile of spicy, hangover-busting kimchi on the side. Poutine boasts Wisconsin's Brunkow cheese curds and spicy curry gravy.",0,0
1077,The Bristol,American,2,"Get to know your neighbors a little better at this dim, bustling haunt boasting a lineup of seasonal American treats with a Mediterranean twist. Regulars sit shoulder-to-shoulder at thick butcher block communal tables or at the concrete bar, squinting under filament bulbs to see the constantly changing menu's latest additions on chalkboards throughout the room. After sharing a Moscow Mule in a frosty copper mug, duck fat fries, or monkey bread with dill butter, it might be time for messy elotes tossed with sweet chili jam to be licked off each finger; or an heirloom tomato tart with a SarVecchio cheese crust and shaved onions. Do the right thing and save room for homemade Nutter Butter cookies with dark chocolate sabayon for dipping.",0,0
1078,Belly Shack,Fusion,1,"Belly Shack's concise menu is an eclectic Asian-Latin mash-up that reflects the Korean and Puerto Rican backgrounds of Chef Bill Kim and his wife, Yvonne Cadiz-Kim. Place your order and take a number-a metal stand that looks like it was made by a high school shop class-then wait for your dishes to arrive. Korean barbecued beef is a favorite, but regulars enjoy new tastes from the roster of daily specials that can include the lechon tostada. This treat is comprised of thinly sliced, slow-roasted pork loin piled high onto a fried corn tortilla with grated sharp cheddar, mashed smoky black beans, and pineapple-cilantro salsa. For dessert, lick up peaks of creamy vanilla soft-serve with topping combos such as caramel and freshly grated Vietnamese cinnamon.",0,0
1079,Bar Pastoral,International,2,"When Wrigleyville denizens want to say cheese, they head to Bar Pastoral, the rustic bistro companion to an artisan cheese and wine shop. Subtly styled like a cave for aging, the restaurant's barrel-vaulted ceilings and exposed brick walls evoke intimacy. A glossy half-moon bar, marble-topped cheese counter, and rustic wood tables inlaid with wooden wine box details let guests gather and sample. As expected, many dishes feature cheese, though shareable plates run from house-made charcuterie to bone-in pork chops. Thick slices of bacon-wrapped country pâté are generously studded with pistachios. A succinct wine list offers a number of by-the-glass selections for pairing with cheese-such as the raw cow's milk Kentucky Rose served with caramelized onion chutney.",0,0
1080,Chilam Balam,Mexican,2,"Chilam Balam's cozy subterranean space feels like an undiscovered hideaway, but the secret of this lively Mexican hot spot is out. Though waits can be long, the accommodating staff goes the extra mile to mix up margaritas with BYO tequila or walk guests through the rotating roster of shared plates. Familiar favorites and seasonal specials make for a festive mix of adventurous, yet universally pleasing dishes. Flat corn tortillas form a sandwich-style enchilada, stuffed with fork-tender beef brisket and topped with crunchy strands of sweet potato slaw. Salty chorizo and green papaya tlacoyos show that opposites attract, and peanut butter empanadas-primed for dipping in Oaxacan chocolate sauce and dulce de leche-take a childhood favorite to new heights.",0,0
1081,DMK Burger Bar,American,1,"Outside, towering neon ""DMK"" letters shine like a beacon for burger fanatics; inside, craft beers gush from taps and attentive, accommodating servers sling mile-high piles of fries. With blaring music and church pew-lined banquettes, it's a cool and modern hang for families and friends of all ages. Sate salt cravings with a batch of batter-fried okra pods and tangy pickle spears dipped in creamy herbed ranch; then order by number to get the creative grass-fed burger of your choice. The #3 takes on a Reuben with pastrami, sauerkraut, and Gruyère; while #9 is the platonic ideal of a patty melt, with smoked Swiss, caramelized onions, and chewy bacon between caraway-studded slices of rye bread. Save room for #15-the always-interesting daily special.",0,0
