,restaurant,type,price,rating,review,url
116,TWO,Cuisine American,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Simple standard.","This urban interpretation of a Midwest tavern was set up by two owners, features two chefs, second-hand furnishings, and an address whose last digit is-you guessed it-the number two. Step past the vintage Toledo scales to arrive at this reclaimed wood-paneled space dressed with antique meat cleavers, quaint ceiling fans, and large barn doors. If that doesn't scream farm-to-fork cuisine, consider what's being whipped up in the open kitchen (the banquette across from it affords the best view): a ramp raviolo filled with ricotta, a perfectly cooked hen's egg, and enhanced by brown butter and shiitakes; or a halibut fillet with cherry tomatoes and asparagus. On the sweet front, homemade puppy chow is chilled, crisp, and delicious with a uniform sugar dusting.",https://www.viamichelin.com/web/Restaurant/Chicago-60642-TWO-438105-41102
117,Tuscany on Taylor,Cuisine Italian,From 25 USD    to 49 USD,Good standard.,"Italian and Chicago accents co-mingle at Tuscany on Taylor, where the classic cuisine and service are perfectly old-school (no pun intended-the university is a few blocks away). The formal staff tends to diners at white linen-topped tables in the terra cotta-tiled dining room. Chefs in puffy toques man the open kitchen amid shelves of polished copper pans. A wide-ranging menu of modern Italian interpretations takes guests on a whirlwind tour of the boot. Tiny ravioli stuffed with roasted pears are set in a densely flavorful mascarpone cream sauce with toasted pine nuts and strips of sundried tomatoes. A simple caprese salad arrives as three stacks of thickly sliced heirloom tomatoes, buffalo mozzarella, and basil pesto drizzled with balsamic reduction.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Tuscany_on_Taylor-289558-41102
118,Bistrot Zinc,Cuisine French,From 25 USD    to 49 USD,Good standard.,"If you couldn't tell from the bright red exterior and hand-painted windows, Bistrot Zinc is indeed a classic dressed in mosaic-tiled floors, lemon-tinted walls hung with mirrors, woven rattan chairs, and yes, that curvaceous zinc bar. Suits, locals, and Gold Coast power shoppers populate the tables from lunch through dinner, as white-aproned waiters happily uncork bottles of rouge et blanc. Don't look for modern surprises on the menu; contentment here is attained through uncomplicated but expertly prepared French dishes from frites to frisée. Whole trout, pan-fried until golden and napped with butter sauce, hits all the right notes; while daily standards like croque monsieur or French onion soup are enhanced by more ambitious monthly specials.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-Bistrot_Zinc-281106-41102
119,Kurah,Cuisine Middle Eastern,From 25 USD    to 49 USD,Good standard.,"The phrase ""small plates"" doesn't always translate to ""great value,"" but Kurah offers an exception to the rule with its affordable selection of shareable, Middle Eastern-influenced dishes. Featuring Arabic-inspired wallpaper and upholstered seats, the setting is as warm and cozy as the open grill blazing away in the kitchen. Build a meal from hot and cold tapas options like muthowma, a blend of silky potatoes and whipped garlic that's perfect for scooping onto warm pita bread. Larger meat platters like a single juicy lamb and beef kifta kabob, served with roasted vegetables and golden saffron rice, make a hearty meal for one. For dessert, dark chocolate oozes invitingly between layers of phyllo and crushed walnuts in a tasty twist on classic baklava.",https://www.viamichelin.com/web/Restaurant/Chicago-60605-Kurah-410933-41102
120,Table Fifty-Two,Cuisine Southern,From 50 USD    to 74 USD,Very good standard.,"Chef Art Smith's drawl floats overhead like a warm breeze as he chats up guests inside Table Fifty-Two's cozy white row house, a stately survivor of the Great Chicago Fire. Southern charm permeates every inch of the room, from the pressed-copper ceiling to the white sideboards to a wood-burning oven churning out the restaurant's signature biscuits. The meal might get started with an amuse-bouche of deviled eggs topped with pickled mustard seeds, and if it's a Sunday or Monday, the famous fried chicken will be making an appearance on many plates. Plump fried green tomatoes and thick pork chops are on order, but for a true down-home taste, get a tall wedge of hummingbird cake, fragrant with banana and pineapple and slathered in cream cheese frosting.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-Table_Fifty_Two-269254-41102
121,Chicago q,Cuisine Barbecue,From 25 USD    to 49 USD,Good standard.,"American barbecue is anything but honky tonk in this gorgeous Gold Coast setting. Everything within the bright, bi-level space seems to gleam, from the colossal contemporary light fixtures and sun-splashed skylights to the shimmering open kitchen and myriad bottles of whiskey at the bar. Elegant preparations elevate traditional barbecue elements, like a spicy pairing of cornmeal-dredged fried green tomatoes and habañero-glazed pork belly with red onion-mango relish. Baby back ribs-so tender they're practically falling off the bone-are served with a trio of house-made sauces for dipping and slathering. And pig lovers planning for a large party can order a whole pork shoulder carved tableside with a picnic-worthy spread of slaw, beans, and cornbread.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-Chicago_q-326626-41102
122,Riva,Cuisine Seafood,From 25 USD    to 49 USD,Good standard.,"If a stroll along Navy Pier works up an appetite, follow your nose (and stomach) past the Ferris wheel to Riva, a nautically themed escape from the carnival atmosphere. The upstairs dining room is a visual feast, with colorful murals above the open kitchen and sweeping lakeshore views; while a casual café downstairs serves drinks and light bites. Though the menu swims with seafood, Prime steaks and Italian-inspired dishes like pear-and-cheese agnolotti offer variety. Caper-studded Louis sauce augments a single plump cake of jumbo lump crab with a crisp side of Asian slaw. A fillet of Atlantic salmon is placed atop a vibrant plate and paired with cherry tomato fondue, a handful of quartered Brussels sprouts, and bite-sized potato gnocchetti.",https://www.viamichelin.com/web/Restaurant/Chicago-60611-Riva-269234-41102
123,Coalfire Pizza,Cuisine Pizza,From 13 USD    to 24 USD,Simple standard.,"Sure, you could come for a salad, but the focus here is on pizza-and yours should be, too. The cozy room features an open kitchen where pie production is on display for all to see. And in a playful bit of recycling, empty tomato sauce cans on each table become stands for sizzling pizzas churned straight from the 800-degree F coal oven. This hot spot has its ratio down to a fine art and knows not to burden its thin, crispy crust that's blackened and blistered in all the right places. The mortadella is a delight, with chopped garlic and gossamer slices of peppercorn-flecked sausage. Care to go your own way? Build the perfect pie with toppings that run the gamut from Gorgonzola to goat cheese. A second location in Lakeview continues to thrive.",https://www.viamichelin.com/web/Restaurant/Chicago-60622-Coalfire_Pizza-268986-41102
124,Chez Joël,Cuisine French,From 25 USD    to 49 USD,Good standard.,"With tables covered in archetypal butcher's paper, butter-yellow walls, and red velvet window dressings, Chez Joël adds a touch of je ne sais quoi to Little Italy. The cozy, romantic setting is filled with expats and locals reliving memories of their trips to the City of Light. Taxidermied pheasants keep watch over the room from their high perches, like a Deyrolle curiosity. The kitchen gives classic French cuisine a soupçon of international embellishment. Three plump scallops spooned with basil pesto are set over a pool of tomato coulis for a Franco-Italian take on coquilles St. Jacques. A simple Caesar salad benefits from fresh ingredients like tender grilled chicken and crisp romaine lettuce in a garlicky dressing. Tasty pastas round out the menu.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-Chez_Joel-296424-41102
125,bellyQ,Cuisine Asian,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","This end of West Randolph Street might be quiet, but it's always a party inside bellyQ. The volume and energy are high throughout the lofty, concrete-heavy space with tabletop hibachi booths and industrial metal seating. A wall-length horse-themed screen separates the restaurant from casual sister spot Urban Belly, which shares the open kitchen. As imagined by prolific Chef/owner Bill Kim, the Asian barbecue experience at BellyQ takes its form in a number of genre-melding shareable plates. A side of bibimbap-style sticky rice is crunchy and tender, tossed with glistening slices of Chinese sausage and generously sprinkled with togarashi. Chewy chunks of brownie in vanilla soft-serve are drizzled with caramel-balsamic-soy ""Seoul sauce"" for a savory twist.",https://www.viamichelin.com/web/Restaurant/Chicago-60607-bellyQ-399965-41102
126,Pump Room,Cuisine American,From 25 USD    to 49 USD,"Bib Gourmand: good quality, good value cooking.





Good standard.","Back when the Public Hotel was known as the Ambassador East, scores of celebrities clinked glasses and forks in the Pump Room. Though these memories are preserved in black-and-white photos hung throughout the hotel, today the sunken dining room is a classy, updated space where cushy circular booths, mod orbital lights, and brown kraft paper placemats meld flawlessly. Under the direction of Jean-Georges Vongerichten, the seasonal American menu is as casually riveting as the décor. An amply sized boneless fried chicken breast is moist and flavorful beneath its shatteringly crisp coating, ready to sop up habanero-infused butter sauce. In an elegant sundae, handfuls of candied peanuts and caramel popcorn top three neat quenelles of salted caramel ice cream.",https://www.viamichelin.com/web/Restaurant/Chicago-60610-Pump_Room-362548-41102
